Year,Event,Full_Text,Sentiment_Score,Category
2017,"^Barret, Devlin (March 17, 2017).""Trump administration files notice it will appeal ruling against second version of travel ban"".The Washington Post.Archivedfrom the original on March 17, 2017. Retriev...","^Barret, Devlin (March 17, 2017).""Trump administration files notice it will appeal ruling against second version of travel ban"".The Washington Post.Archivedfrom the original on March 17, 2017. RetrievedMarch 17,2017.",0.1875,Positive
2017,"^Fifield, Anna (March 17, 2017).""Tillerson says 'all options are on the table' when it comes to North Korea"".The Washington Post.Archivedfrom the original on March 17, 2017. RetrievedMarch 17,2017....","^Fifield, Anna (March 17, 2017).""Tillerson says 'all options are on the table' when it comes to North Korea"".The Washington Post.Archivedfrom the original on March 17, 2017. RetrievedMarch 17,2017.",0.375,Positive
2017,"^Baker, Peter; Erlanger, Steven (March 17, 2017).""White House Tries to Soothe British Officials Over Trump Wiretap Claim"".The New York Times.Archivedfrom the original on March 17, 2017. RetrievedMarch...","^Baker, Peter; Erlanger, Steven (March 17, 2017).""White House Tries to Soothe British Officials Over Trump Wiretap Claim"".The New York Times.Archivedfrom the original on March 17, 2017. RetrievedMarch 17,2017.",0.08227272727272728,Positive
2017,"^Swinford, Steven (March 17, 2017).""US makes formal apology to Britain after White House accuses GCHQ of wiretapping Trump Tower"".The Daily Telegraph.Archivedfrom the original on March 17, 2017. Retri...","^Swinford, Steven (March 17, 2017).""US makes formal apology to Britain after White House accuses GCHQ of wiretapping Trump Tower"".The Daily Telegraph.Archivedfrom the original on March 17, 2017. RetrievedMarch 17,2017.",0.125,Positive
2017,"^""Britain's GCHQ agency denies wiretapping Donald Trump"".BBC News. March 17, 2017.Archivedfrom the original on March 17, 2017. RetrievedMarch 17,2017....","^""Britain's GCHQ agency denies wiretapping Donald Trump"".BBC News. March 17, 2017.Archivedfrom the original on March 17, 2017. RetrievedMarch 17,2017.",0.375,Positive
2017,"^Henderson, Barney (March 17, 2017).""GCHQ issues rare public statement to dismiss Trump Tower wiretapping claims as 'utterly ridiculous'"".The Daily Telegraph.Archivedfrom the original on March 17, 201...","^Henderson, Barney (March 17, 2017).""GCHQ issues rare public statement to dismiss Trump Tower wiretapping claims as 'utterly ridiculous'"".The Daily Telegraph.Archivedfrom the original on March 17, 2017. RetrievedMarch 17,2017.",0.06833333333333333,Positive
2017,"^""Merkel and Trump begin key talks at White House"".BBC News. March 17, 2017.Archivedfrom the original on March 17, 2017. RetrievedMarch 17,2017....","^""Merkel and Trump begin key talks at White House"".BBC News. March 17, 2017.Archivedfrom the original on March 17, 2017. RetrievedMarch 17,2017.",0.125,Positive
2017,"^Hill, James; Jacabo, Julia (March 15, 2017).""Hawaii judge puts Trump's revised travel ban on hold"".ABC News. Archived fromthe originalon April 18, 2017. RetrievedMarch 15,2017....","^Hill, James; Jacabo, Julia (March 15, 2017).""Hawaii judge puts Trump's revised travel ban on hold"".ABC News. Archived fromthe originalon April 18, 2017. RetrievedMarch 15,2017.",0.0,Neutral
2017,"^""Readout of Secretary Kelly's Meeting with President of Costa Rica Luis Guillermo Solis"".US Department of Homeland Security. March 16, 2017.Archivedfrom the original on April 16, 2017....","^""Readout of Secretary Kelly's Meeting with President of Costa Rica Luis Guillermo Solis"".US Department of Homeland Security. March 16, 2017.Archivedfrom the original on April 16, 2017.",0.375,Positive
2017,"^Farrell, Henry (March 16, 2017).""Sean Spicer just suggested that Obama used British intelligence to spy on Trump. Not so much"".The Washington Post.Archivedfrom the original on March 17, 2017. Retriev...","^Farrell, Henry (March 16, 2017).""Sean Spicer just suggested that Obama used British intelligence to spy on Trump. Not so much"".The Washington Post.Archivedfrom the original on March 17, 2017. RetrievedMarch 17,2017.",0.19166666666666665,Positive
2017,"^""The claim that Britain's GCHQ spied on Trump for Obama apparently started with an ex-CIA analyst on RT"".The Week. March 20, 2017.Archivedfrom the original on September 17, 2024. RetrievedNovember 22...","^""The claim that Britain's GCHQ spied on Trump for Obama apparently started with an ex-CIA analyst on RT"".The Week. March 20, 2017.Archivedfrom the original on September 17, 2024. RetrievedNovember 22,2025.",0.2125,Positive
2017,"^""Enda Kenny meets US President Donald Trump in Oval Office"".BBC News. March 16, 2017.Archivedfrom the original on March 16, 2017. RetrievedMarch 16,2017....","^""Enda Kenny meets US President Donald Trump in Oval Office"".BBC News. March 16, 2017.Archivedfrom the original on March 16, 2017. RetrievedMarch 16,2017.",0.375,Positive
2017,"^""American Energy Independence""(PDF).US Department of the Interior. March 29, 2017.Archived(PDF)from the original on April 4, 2017....","^""American Energy Independence""(PDF).US Department of the Interior. March 29, 2017.Archived(PDF)from the original on April 4, 2017.",0.1875,Positive
2017,"^""Text of a Letter from the President to the Speaker of the House of Representatives"".White House. March 16, 2017. Archived fromthe originalon March 17, 2017....","^""Text of a Letter from the President to the Speaker of the House of Representatives"".White House. March 16, 2017. Archived fromthe originalon March 17, 2017.",0.0,Neutral
2017,"^LaFrance, Adrienne (March 16, 2017).""Scientists Brace for a Lost Generation in American Research"".The Atlantic.Archivedfrom the original on August 20, 2025. RetrievedSeptember 7,2020....","^LaFrance, Adrienne (March 16, 2017).""Scientists Brace for a Lost Generation in American Research"".The Atlantic.Archivedfrom the original on August 20, 2025. RetrievedSeptember 7,2020.",0.1875,Positive
2017,"^""Donald Trump's travel ban suffers fresh court setback"".Financial Times. March 30, 2017.Archivedfrom the original on March 30, 2017. RetrievedMarch 30,2017....","^""Donald Trump's travel ban suffers fresh court setback"".Financial Times. March 30, 2017.Archivedfrom the original on March 30, 2017. RetrievedMarch 30,2017.",0.025000000000000005,Neutral
2017,"^""Tillerson calls for 'different approach' on North Korea"".CBS News. March 16, 2017.Archivedfrom the original on March 16, 2017. RetrievedMarch 16,2017....","^""Tillerson calls for 'different approach' on North Korea"".CBS News. March 16, 2017.Archivedfrom the original on March 16, 2017. RetrievedMarch 16,2017.",0.1875,Positive
2017,"^Kim, Eun Kyung (March 16, 2017).""UN Ambassador Nikki Haley on TODAY: 'I will never support a Muslim ban'"".Today.Archivedfrom the original on March 30, 2017....","^Kim, Eun Kyung (March 16, 2017).""UN Ambassador Nikki Haley on TODAY: 'I will never support a Muslim ban'"".Today.Archivedfrom the original on March 30, 2017.",0.375,Positive
2017,"^""Price dodges on Medicaid rollback, immunization"".Politico.Archivedfrom the original on March 16, 2017. RetrievedMarch 16,2017....","^""Price dodges on Medicaid rollback, immunization"".Politico.Archivedfrom the original on March 16, 2017. RetrievedMarch 16,2017.",0.375,Positive
2017,"^""Second federal judge blocks revised Trump travel ban"".The Washington Post. March 16, 2017.Archivedfrom the original on March 26, 2017....","^""Second federal judge blocks revised Trump travel ban"".The Washington Post. March 16, 2017.Archivedfrom the original on March 26, 2017.",0.1875,Positive
2017,"^""Climate doubter Pruitt takes EPA reins as Trump targets regulations"".Reuters. February 17, 2017. Archived fromthe originalon February 18, 2017. RetrievedFebruary 18,2017....","^""Climate doubter Pruitt takes EPA reins as Trump targets regulations"".Reuters. February 17, 2017. Archived fromthe originalon February 18, 2017. RetrievedFebruary 18,2017.",0.0,Neutral
2017,"^""Treasury Department Announces Appointment of Chief of Staff"".US Department of the Treasury. February 15, 2017.Archivedfrom the original on April 16, 2017....","^""Treasury Department Announces Appointment of Chief of Staff"".US Department of the Treasury. February 15, 2017.Archivedfrom the original on April 16, 2017.",0.375,Positive
2017,"^Keith, Tamara (February 17, 2017).""Trump Speaks At Boeing Plant In South Carolina"".NPR.Archivedfrom the original on September 17, 2025. RetrievedNovember 24,2025....","^Keith, Tamara (February 17, 2017).""Trump Speaks At Boeing Plant In South Carolina"".NPR.Archivedfrom the original on September 17, 2025. RetrievedNovember 24,2025.",0.375,Positive
2017,"^Diaz, Daniella (January 26, 2017).""Mexican President Cancels Meeting with Trump"".CNN.Archivedfrom the original on July 26, 2025. RetrievedJanuary 27,2017....","^Diaz, Daniella (January 26, 2017).""Mexican President Cancels Meeting with Trump"".CNN.Archivedfrom the original on July 26, 2025. RetrievedJanuary 27,2017.",0.1875,Positive
2017,"^""President Donald J. Trump Proclaims April 2017 as Cancer Control Month"".whitehouse.gov.Washington, D.C.:White House. March 31, 2017. Archived fromthe originalon March 31, 2017. RetrievedApril 1,2017...","^""President Donald J. Trump Proclaims April 2017 as Cancer Control Month"".whitehouse.gov.Washington, D.C.:White House. March 31, 2017. Archived fromthe originalon March 31, 2017. RetrievedApril 1,2017.",0.0,Neutral
2017,"^Tamari, Jonathan (January 24, 2017).""Trump to visit Philadelphia for GOP retreat Thursday"".The Philadelphia Inquirer.Archivedfrom the original on June 14, 2025. RetrievedJanuary 24,2017....","^Tamari, Jonathan (January 24, 2017).""Trump to visit Philadelphia for GOP retreat Thursday"".The Philadelphia Inquirer.Archivedfrom the original on June 14, 2025. RetrievedJanuary 24,2017.",0.375,Positive
2017,"^""Trump's call for probe of voter fraud sparks backlash"".Reuters. January 25, 2017.Archivedfrom the original on April 12, 2023....","^""Trump's call for probe of voter fraud sparks backlash"".Reuters. January 25, 2017.Archivedfrom the original on April 12, 2023.",0.375,Positive
2017,"^Shelbourne, Mallory (January 24, 2017).""Trump bans EPA employees from giving social media updates"".The Hill.Archivedfrom the original on September 21, 2025. RetrievedSeptember 7,2020....","^Shelbourne, Mallory (January 24, 2017).""Trump bans EPA employees from giving social media updates"".The Hill.Archivedfrom the original on September 21, 2025. RetrievedSeptember 7,2020.",0.20416666666666666,Positive
2017,"^""Enhancing Public Safety in the Interior of the United States"".Federal Register. January 25, 2017.Archivedfrom the original on July 29, 2025....","^""Enhancing Public Safety in the Interior of the United States"".Federal Register. January 25, 2017.Archivedfrom the original on July 29, 2025.",0.1875,Positive
2017,"^""Mexican President 'Rejects' Trump Orders, Vows to Protect Immigrants Inside U.S.""NBC News. January 25, 2017.Archivedfrom the original on March 26, 2017....","^""Mexican President 'Rejects' Trump Orders, Vows to Protect Immigrants Inside U.S.""NBC News. January 25, 2017.Archivedfrom the original on March 26, 2017.",0.1875,Positive
2017,"^""Border Security and Immigration Enforcement Improvements"".Federal Register. January 25, 2017.Archivedfrom the original on July 22, 2025....","^""Border Security and Immigration Enforcement Improvements"".Federal Register. January 25, 2017.Archivedfrom the original on July 22, 2025.",0.375,Positive
2017,"^""On the Nomination: Confirmation Nikki R. Haley, of South Carolina, to be Representative of the United States of America to the United Nations, in the Security Council and to the Sessions of the Gene...","^""On the Nomination: Confirmation Nikki R. Haley, of South Carolina, to be Representative of the United States of America to the United Nations, in the Security Council and to the Sessions of the General Assembly"".US Senate. January 24, 2017.Archivedfrom the original on June 21, 2025.",0.21250000000000002,Positive
2017,"^""Trump's ex-national security adviser Michael Flynn pleads guilty to lying to FBI"".The Guardian. December 1, 2017.Archivedfrom the original on June 18, 2025....","^""Trump's ex-national security adviser Michael Flynn pleads guilty to lying to FBI"".The Guardian. December 1, 2017.Archivedfrom the original on June 18, 2025.",-0.0625,Negative
2017,"^""Michael Flynn scheduled to plead guilty to lying to FBI"".The Washington Post. December 1, 2017.Archivedfrom the original on June 18, 2024....","^""Michael Flynn scheduled to plead guilty to lying to FBI"".The Washington Post. December 1, 2017.Archivedfrom the original on June 18, 2024.",-0.0625,Negative
2017,"^Greenwood, Max (February 14, 2017).""FBI interviewed Flynn shortly after Trump took office: report"".The Hill.Archivedfrom the original on March 5, 2025. RetrievedMay 27,2017....","^Greenwood, Max (February 14, 2017).""FBI interviewed Flynn shortly after Trump took office: report"".The Hill.Archivedfrom the original on March 5, 2025. RetrievedMay 27,2017.",0.1875,Positive
2017,"^Agrawal, Juliet Perry, Ravi (January 25, 2017).""Trump tells Modi he considers India a 'true friend' | CNN Politics"".CNN.Archivedfrom the original on December 6, 2024. RetrievedNovember 21,2025.{{cite...","^Agrawal, Juliet Perry, Ravi (January 25, 2017).""Trump tells Modi he considers India a 'true friend' | CNN Politics"".CNN.Archivedfrom the original on December 6, 2024. RetrievedNovember 21,2025.{{cite web}}:  CS1 maint: multiple names: authors list (link)",0.24166666666666667,Positive
